designation,name,symbol,width,base,hq,formation,group
516ס,NAGMASHOT,armored personnel carrier,20,20x40,,Sho't (Blazer) Tank Company,ס
525ס,GALIL,infantry,40,40x20,,Sho't (Blazer) Tank Company,ס
526ס,GALIL,infantry,40,40x20,,Sho't (Blazer) Tank Company,ס
527ס,GALIL,infantry,40,40x20,,Sho't (Blazer) Tank Company,ס
528ס,GALIL,infantry,40,40x20,,Sho't (Blazer) Tank Company,ס
529ס,FN MAG,machine gun,40,40x20,,Sho't (Blazer) Tank Company,ס
530ס,FN MAG,machine gun,40,40x20,,Sho't (Blazer) Tank Company,ס
531ס,FN MAG,machine gun,40,40x20,,Sho't (Blazer) Tank Company,ס
532ס,RPG-7,anti-tank,20,20x20,,Sho't (Blazer) Tank Company,ס
533ס,RPG-7,anti-tank,20,20x20,,Sho't (Blazer) Tank Company,ס
534ס,RPG-7,anti-tank,20,20x20,,Sho't (Blazer) Tank Company,ס
535ס,M47 DRAGON,anti-tank,20,20x20,,Sho't (Blazer) Tank Company,ס
536ס,52MM,mortar,20,20x20,,Sho't (Blazer) Tank Company,ס
537ס,M113 ZELDA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,ס
538ס,M113 ZELDA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,ס
539ס,M113 ZELDA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,ס
540ס,M113 ZELDA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,ס
001ע,GALIL,infantry,20,20x20,true,Mech Infantry Company,ע
002ע,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,ע
002ע,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,ע
002ע,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,ע
101ע,GALIL,infantry,40,40x20,,Mech Infantry Company,ע
102ע,GALIL,infantry,40,40x20,,Mech Infantry Company,ע
103ע,GALIL,infantry,40,40x20,,Mech Infantry Company,ע
104ע,GALIL,infantry,40,40x20,,Mech Infantry Company,ע
105ע,FN MAG,machine gun,40,40x20,,Mech Infantry Company,ע
106ע,FN MAG,machine gun,40,40x20,,Mech Infantry Company,ע
107ע,FN MAG,machine gun,40,40x20,,Mech Infantry Company,ע
108ע,RPG-7,anti-tank,20,20x20,,Mech Infantry Company,ע
109ע,RPG-7,anti-tank,20,20x20,,Mech Infantry Company,ע
110ע,RPG-7,anti-tank,20,20x20,,Mech Infantry Company,ע
111ע,M47 DRAGON,anti-tank,20,20x20,,Mech Infantry Company,ע
112ע,52MM,mortar,20,20x20,,Mech Infantry Company,ע
113ע,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,ע
114ע,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,ע
115ע,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,ע
116ע,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,ע
113ע,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,ע
114ע,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,ע
115ע,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,ע
116ע,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,ע
113ע,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,ע
114ע,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,ע
115ע,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,ע
116ע,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,ע
201ע,GALIL,infantry,40,40x20,,Mech Infantry Company,ע
202ע,GALIL,infantry,40,40x20,,Mech Infantry Company,ע
203ע,GALIL,infantry,40,40x20,,Mech Infantry Company,ע
204ע,GALIL,infantry,40,40x20,,Mech Infantry Company,ע
205ע,FN MAG,machine gun,40,40x20,,Mech Infantry Company,ע
206ע,FN MAG,machine gun,40,40x20,,Mech Infantry Company,ע
207ע,FN MAG,machine gun,40,40x20,,Mech Infantry Company,ע
208ע,RPG-7,anti-tank,20,20x20,,Mech Infantry Company,ע
209ע,RPG-7,anti-tank,20,20x20,,Mech Infantry Company,ע
210ע,RPG-7,anti-tank,20,20x20,,Mech Infantry Company,ע
211ע,M47 DRAGON,anti-tank,20,20x20,,Mech Infantry Company,ע
212ע,52MM,mortar,20,20x20,,Mech Infantry Company,ע
213ע,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,ע
214ע,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,ע
215ע,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,ע
216ע,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,ע
213ע,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,ע
214ע,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,ע
215ע,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,ע
216ע,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,ע
213ע,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,ע
214ע,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,ע
215ע,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,ע
216ע,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,ע
301ע,GALIL,infantry,40,40x20,,Mech Infantry Company,ע
302ע,GALIL,infantry,40,40x20,,Mech Infantry Company,ע
303ע,GALIL,infantry,40,40x20,,Mech Infantry Company,ע
304ע,GALIL,infantry,40,40x20,,Mech Infantry Company,ע
305ע,FN MAG,machine gun,40,40x20,,Mech Infantry Company,ע
306ע,FN MAG,machine gun,40,40x20,,Mech Infantry Company,ע
307ע,FN MAG,machine gun,40,40x20,,Mech Infantry Company,ע
308ע,RPG-7,anti-tank,20,20x20,,Mech Infantry Company,ע
309ע,RPG-7,anti-tank,20,20x20,,Mech Infantry Company,ע
310ע,RPG-7,anti-tank,20,20x20,,Mech Infantry Company,ע
311ע,M47 DRAGON,anti-tank,20,20x20,,Mech Infantry Company,ע
312ע,52MM,mortar,20,20x20,,Mech Infantry Company,ע
313ע,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,ע
314ע,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,ע
315ע,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,ע
316ע,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,ע
313ע,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,ע
314ע,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,ע
315ע,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,ע
316ע,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,ע
313ע,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,ע
314ע,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,ע
315ע,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,ע
316ע,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,ע
401ע,MERKAVA 1,armor,20,20x40,,Mech Infantry Company,ע
402ע,MERKAVA 1,armor,20,20x40,,Mech Infantry Company,ע
403ע,MERKAVA 1,armor,20,20x40,,Mech Infantry Company,ע
404ע,MERKAVA 2,armor,20,20x40,,Mech Infantry Company,ע
405ע,MERKAVA 2,armor,20,20x40,,Mech Infantry Company,ע
406ע,MERKAVA 2,armor,20,20x40,,Mech Infantry Company,ע
407ע,MERKAVA 3,armor,20,20x40,,Mech Infantry Company,ע
408ע,MERKAVA 3,armor,20,20x40,,Mech Infantry Company,ע
409ע,MERKAVA 3,armor,20,20x40,,Mech Infantry Company,ע
410ע,MAGACH 6,armor,20,20x40,,Mech Infantry Company,ע
411ע,MAGACH 6,armor,20,20x40,,Mech Infantry Company,ע
412ע,MAGACH 6,armor,20,20x40,,Mech Infantry Company,ע
413ע,MAGACH 6 BLAZER,armor,20,20x40,,Mech Infantry Company,ע
414ע,MAGACH 6 BLAZER,armor,20,20x40,,Mech Infantry Company,ע
415ע,MAGACH 6 BLAZER,armor,20,20x40,,Mech Infantry Company,ע
416ע,SHO'T BLAZER,armor,20,20x40,,Mech Infantry Company,ע
417ע,SHO'T BLAZER,armor,20,20x40,,Mech Infantry Company,ע
418ע,SHO'T BLAZER,armor,20,20x40,,Mech Infantry Company,ע
501ע,M125,self-propelled mortar,20,20x30,,Mech Infantry Company,ע
502ע,M125,self-propelled mortar,20,20x30,,Mech Infantry Company,ע
503ע,M125,self-propelled mortar,20,20x30,,Mech Infantry Company,ע
601ע,M150,anti-tank,20,20x30,,Mech Infantry Company,ע
602ע,M150,anti-tank,20,20x30,,Mech Infantry Company,ע
603ע,M150,anti-tank,20,20x30,,Mech Infantry Company,ע
604ע,M150,anti-tank,20,20x30,,Mech Infantry Company,ע
001פ,GALIL,infantry,20,20x20,true,Mech Infantry Company,פ
002פ,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,פ
002פ,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,פ
002פ,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,פ
101פ,GALIL,infantry,40,40x20,,Mech Infantry Company,פ
102פ,GALIL,infantry,40,40x20,,Mech Infantry Company,פ
103פ,GALIL,infantry,40,40x20,,Mech Infantry Company,פ
104פ,GALIL,infantry,40,40x20,,Mech Infantry Company,פ
105פ,FN MAG,machine gun,40,40x20,,Mech Infantry Company,פ
106פ,FN MAG,machine gun,40,40x20,,Mech Infantry Company,פ
107פ,FN MAG,machine gun,40,40x20,,Mech Infantry Company,פ
108פ,RPG-7,anti-tank,20,20x20,,Mech Infantry Company,פ
109פ,RPG-7,anti-tank,20,20x20,,Mech Infantry Company,פ
110פ,RPG-7,anti-tank,20,20x20,,Mech Infantry Company,פ
111פ,M47 DRAGON,anti-tank,20,20x20,,Mech Infantry Company,פ
112פ,52MM,mortar,20,20x20,,Mech Infantry Company,פ
113פ,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,פ
114פ,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,פ
115פ,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,פ
116פ,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,פ
113פ,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,פ
114פ,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,פ
115פ,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,פ
116פ,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,פ
113פ,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,פ
114פ,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,פ
115פ,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,פ
116פ,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,פ
201פ,GALIL,infantry,40,40x20,,Mech Infantry Company,פ
202פ,GALIL,infantry,40,40x20,,Mech Infantry Company,פ
203פ,GALIL,infantry,40,40x20,,Mech Infantry Company,פ
204פ,GALIL,infantry,40,40x20,,Mech Infantry Company,פ
205פ,FN MAG,machine gun,40,40x20,,Mech Infantry Company,פ
206פ,FN MAG,machine gun,40,40x20,,Mech Infantry Company,פ
207פ,FN MAG,machine gun,40,40x20,,Mech Infantry Company,פ
208פ,RPG-7,anti-tank,20,20x20,,Mech Infantry Company,פ
209פ,RPG-7,anti-tank,20,20x20,,Mech Infantry Company,פ
210פ,RPG-7,anti-tank,20,20x20,,Mech Infantry Company,פ
211פ,M47 DRAGON,anti-tank,20,20x20,,Mech Infantry Company,פ
212פ,52MM,mortar,20,20x20,,Mech Infantry Company,פ
213פ,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,פ
214פ,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,פ
215פ,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,פ
216פ,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,פ
213פ,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,פ
214פ,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,פ
215פ,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,פ
216פ,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,פ
213פ,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,פ
214פ,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,פ
215פ,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,פ
216פ,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,פ
301פ,GALIL,infantry,40,40x20,,Mech Infantry Company,פ
302פ,GALIL,infantry,40,40x20,,Mech Infantry Company,פ
303פ,GALIL,infantry,40,40x20,,Mech Infantry Company,פ
304פ,GALIL,infantry,40,40x20,,Mech Infantry Company,פ
305פ,FN MAG,machine gun,40,40x20,,Mech Infantry Company,פ
306פ,FN MAG,machine gun,40,40x20,,Mech Infantry Company,פ
307פ,FN MAG,machine gun,40,40x20,,Mech Infantry Company,פ
308פ,RPG-7,anti-tank,20,20x20,,Mech Infantry Company,פ
309פ,RPG-7,anti-tank,20,20x20,,Mech Infantry Company,פ
310פ,RPG-7,anti-tank,20,20x20,,Mech Infantry Company,פ
311פ,M47 DRAGON,anti-tank,20,20x20,,Mech Infantry Company,פ
312פ,52MM,mortar,20,20x20,,Mech Infantry Company,פ
313פ,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,פ
314פ,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,פ
315פ,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,פ
316פ,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,פ
313פ,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,פ
314פ,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,פ
315פ,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,פ
316פ,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,פ
313פ,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,פ
314פ,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,פ
315פ,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,פ
316פ,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,פ
401פ,MERKAVA 1,armor,20,20x40,,Mech Infantry Company,פ
402פ,MERKAVA 1,armor,20,20x40,,Mech Infantry Company,פ
403פ,MERKAVA 1,armor,20,20x40,,Mech Infantry Company,פ
404פ,MERKAVA 2,armor,20,20x40,,Mech Infantry Company,פ
405פ,MERKAVA 2,armor,20,20x40,,Mech Infantry Company,פ
406פ,MERKAVA 2,armor,20,20x40,,Mech Infantry Company,פ
407פ,MERKAVA 3,armor,20,20x40,,Mech Infantry Company,פ
408פ,MERKAVA 3,armor,20,20x40,,Mech Infantry Company,פ
409פ,MERKAVA 3,armor,20,20x40,,Mech Infantry Company,פ
410פ,MAGACH 6,armor,20,20x40,,Mech Infantry Company,פ
411פ,MAGACH 6,armor,20,20x40,,Mech Infantry Company,פ
412פ,MAGACH 6,armor,20,20x40,,Mech Infantry Company,פ
413פ,MAGACH 6 BLAZER,armor,20,20x40,,Mech Infantry Company,פ
414פ,MAGACH 6 BLAZER,armor,20,20x40,,Mech Infantry Company,פ
415פ,MAGACH 6 BLAZER,armor,20,20x40,,Mech Infantry Company,פ
416פ,SHO'T BLAZER,armor,20,20x40,,Mech Infantry Company,פ
417פ,SHO'T BLAZER,armor,20,20x40,,Mech Infantry Company,פ
418פ,SHO'T BLAZER,armor,20,20x40,,Mech Infantry Company,פ
501פ,M125,self-propelled mortar,20,20x30,,Mech Infantry Company,פ
502פ,M125,self-propelled mortar,20,20x30,,Mech Infantry Company,פ
503פ,M125,self-propelled mortar,20,20x30,,Mech Infantry Company,פ
601פ,M150,anti-tank,20,20x30,,Mech Infantry Company,פ
602פ,M150,anti-tank,20,20x30,,Mech Infantry Company,פ
603פ,M150,anti-tank,20,20x30,,Mech Infantry Company,פ
604פ,M150,anti-tank,20,20x30,,Mech Infantry Company,פ
001צ,GALIL,infantry,20,20x20,true,Mech Infantry Company,צ
002צ,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,צ
002צ,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,צ
002צ,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,צ
101צ,GALIL,infantry,40,40x20,,Mech Infantry Company,צ
102צ,GALIL,infantry,40,40x20,,Mech Infantry Company,צ
103צ,GALIL,infantry,40,40x20,,Mech Infantry Company,צ
104צ,GALIL,infantry,40,40x20,,Mech Infantry Company,צ
105צ,FN MAG,machine gun,40,40x20,,Mech Infantry Company,צ
106צ,FN MAG,machine gun,40,40x20,,Mech Infantry Company,צ
107צ,FN MAG,machine gun,40,40x20,,Mech Infantry Company,צ
108צ,RPG-7,anti-tank,20,20x20,,Mech Infantry Company,צ
109צ,RPG-7,anti-tank,20,20x20,,Mech Infantry Company,צ
110צ,RPG-7,anti-tank,20,20x20,,Mech Infantry Company,צ
111צ,M47 DRAGON,anti-tank,20,20x20,,Mech Infantry Company,צ
112צ,52MM,mortar,20,20x20,,Mech Infantry Company,צ
113צ,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,צ
114צ,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,צ
115צ,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,צ
116צ,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,צ
113צ,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,צ
114צ,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,צ
115צ,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,צ
116צ,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,צ
113צ,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,צ
114צ,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,צ
115צ,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,צ
116צ,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,צ
201צ,GALIL,infantry,40,40x20,,Mech Infantry Company,צ
202צ,GALIL,infantry,40,40x20,,Mech Infantry Company,צ
203צ,GALIL,infantry,40,40x20,,Mech Infantry Company,צ
204צ,GALIL,infantry,40,40x20,,Mech Infantry Company,צ
205צ,FN MAG,machine gun,40,40x20,,Mech Infantry Company,צ
206צ,FN MAG,machine gun,40,40x20,,Mech Infantry Company,צ
207צ,FN MAG,machine gun,40,40x20,,Mech Infantry Company,צ
208צ,RPG-7,anti-tank,20,20x20,,Mech Infantry Company,צ
209צ,RPG-7,anti-tank,20,20x20,,Mech Infantry Company,צ
210צ,RPG-7,anti-tank,20,20x20,,Mech Infantry Company,צ
211צ,M47 DRAGON,anti-tank,20,20x20,,Mech Infantry Company,צ
212צ,52MM,mortar,20,20x20,,Mech Infantry Company,צ
213צ,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,צ
214צ,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,צ
215צ,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,צ
216צ,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,צ
213צ,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,צ
214צ,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,צ
215צ,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,צ
216צ,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,צ
213צ,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,צ
214צ,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,צ
215צ,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,צ
216צ,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,צ
301צ,GALIL,infantry,40,40x20,,Mech Infantry Company,צ
302צ,GALIL,infantry,40,40x20,,Mech Infantry Company,צ
303צ,GALIL,infantry,40,40x20,,Mech Infantry Company,צ
304צ,GALIL,infantry,40,40x20,,Mech Infantry Company,צ
305צ,FN MAG,machine gun,40,40x20,,Mech Infantry Company,צ
306צ,FN MAG,machine gun,40,40x20,,Mech Infantry Company,צ
307צ,FN MAG,machine gun,40,40x20,,Mech Infantry Company,צ
308צ,RPG-7,anti-tank,20,20x20,,Mech Infantry Company,צ
309צ,RPG-7,anti-tank,20,20x20,,Mech Infantry Company,צ
310צ,RPG-7,anti-tank,20,20x20,,Mech Infantry Company,צ
311צ,M47 DRAGON,anti-tank,20,20x20,,Mech Infantry Company,צ
312צ,52MM,mortar,20,20x20,,Mech Infantry Company,צ
313צ,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,צ
314צ,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,צ
315צ,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,צ
316צ,M113 ZELDA,armored personnel carrier,20,20x30,,Mech Infantry Company,צ
313צ,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,צ
314צ,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,צ
315צ,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,צ
316צ,M113 VAYZATA,armored personnel carrier,20,20x30,,Mech Infantry Company,צ
313צ,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,צ
314צ,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,צ
315צ,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,צ
316צ,NAGMASHOT,armored personnel carrier,20,20x40,,Mech Infantry Company,צ
401צ,MERKAVA 1,armor,20,20x40,,Mech Infantry Company,צ
402צ,MERKAVA 1,armor,20,20x40,,Mech Infantry Company,צ
403צ,MERKAVA 1,armor,20,20x40,,Mech Infantry Company,צ
404צ,MERKAVA 2,armor,20,20x40,,Mech Infantry Company,צ
405צ,MERKAVA 2,armor,20,20x40,,Mech Infantry Company,צ
406צ,MERKAVA 2,armor,20,20x40,,Mech Infantry Company,צ
407צ,MERKAVA 3,armor,20,20x40,,Mech Infantry Company,צ
408צ,MERKAVA 3,armor,20,20x40,,Mech Infantry Company,צ
409צ,MERKAVA 3,armor,20,20x40,,Mech Infantry Company,צ
410צ,MAGACH 6,armor,20,20x40,,Mech Infantry Company,צ
411צ,MAGACH 6,armor,20,20x40,,Mech Infantry Company,צ
412צ,MAGACH 6,armor,20,20x40,,Mech Infantry Company,צ
413צ,MAGACH 6 BLAZER,armor,20,20x40,,Mech Infantry Company,צ
414צ,MAGACH 6 BLAZER,armor,20,20x40,,Mech Infantry Company,צ
415צ,MAGACH 6 BLAZER,armor,20,20x40,,Mech Infantry Company,צ
416צ,SHO'T BLAZER,armor,20,20x40,,Mech Infantry Company,צ
417צ,SHO'T BLAZER,armor,20,20x40,,Mech Infantry Company,צ
418צ,SHO'T BLAZER,armor,20,20x40,,Mech Infantry Company,צ
501צ,M125,self-propelled mortar,20,20x30,,Mech Infantry Company,צ
502צ,M125,self-propelled mortar,20,20x30,,Mech Infantry Company,צ
503צ,M125,self-propelled mortar,20,20x30,,Mech Infantry Company,צ
601צ,M150,anti-tank,20,20x30,,Mech Infantry Company,צ
602צ,M150,anti-tank,20,20x30,,Mech Infantry Company,צ
603צ,M150,anti-tank,20,20x30,,Mech Infantry Company,צ
604צ,M150,anti-tank,20,20x30,,Mech Infantry Company,צ
001ק,GALIL,infantry,20,20x20,true,Reserve Infantry Company,ק
002ק,M113 ZELDA,armored personnel carrier,20,20x30,,Reserve Infantry Company,ק
101ק,GALIL,infantry,40,40x20,,Reserve Infantry Company,ק
102ק,GALIL,infantry,40,40x20,,Reserve Infantry Company,ק
103ק,GALIL,infantry,40,40x20,,Reserve Infantry Company,ק
104ק,GALIL,infantry,40,40x20,,Reserve Infantry Company,ק
105ק,FN MAG,machine gun,40,40x20,,Reserve Infantry Company,ק
106ק,FN MAG,machine gun,40,40x20,,Reserve Infantry Company,ק
107ק,FN MAG,machine gun,40,40x20,,Reserve Infantry Company,ק
108ק,RPG-7,anti-tank,20,20x20,,Reserve Infantry Company,ק
109ק,RPG-7,anti-tank,20,20x20,,Reserve Infantry Company,ק
110ק,RPG-7,anti-tank,20,20x20,,Reserve Infantry Company,ק
111ק,M47 DRAGON,anti-tank,20,20x20,,Reserve Infantry Company,ק
112ק,52MM,mortar,20,20x20,,Reserve Infantry Company,ק
113ק,M113 ZELDA,armored personnel carrier,20,20x30,,Reserve Infantry Company,ק
114ק,M113 ZELDA,armored personnel carrier,20,20x30,,Reserve Infantry Company,ק
115ק,M113 ZELDA,armored personnel carrier,20,20x30,,Reserve Infantry Company,ק
116ק,M113 ZELDA,armored personnel carrier,20,20x30,,Reserve Infantry Company,ק
201ק,GALIL,infantry,40,40x20,,Reserve Infantry Company,ק
202ק,GALIL,infantry,40,40x20,,Reserve Infantry Company,ק
203ק,GALIL,infantry,40,40x20,,Reserve Infantry Company,ק
204ק,GALIL,infantry,40,40x20,,Reserve Infantry Company,ק
205ק,FN MAG,machine gun,40,40x20,,Reserve Infantry Company,ק
206ק,FN MAG,machine gun,40,40x20,,Reserve Infantry Company,ק
207ק,FN MAG,machine gun,40,40x20,,Reserve Infantry Company,ק
208ק,RPG-7,anti-tank,20,20x20,,Reserve Infantry Company,ק
209ק,RPG-7,anti-tank,20,20x20,,Reserve Infantry Company,ק
210ק,RPG-7,anti-tank,20,20x20,,Reserve Infantry Company,ק
211ק,M47 DRAGON,anti-tank,20,20x20,,Reserve Infantry Company,ק
212ק,52MM,mortar,20,20x20,,Reserve Infantry Company,ק
213ק,M113 ZELDA,armored personnel carrier,20,20x30,,Reserve Infantry Company,ק
214ק,M113 ZELDA,armored personnel carrier,20,20x30,,Reserve Infantry Company,ק
215ק,M113 ZELDA,armored personnel carrier,20,20x30,,Reserve Infantry Company,ק
216ק,M113 ZELDA,armored personnel carrier,20,20x30,,Reserve Infantry Company,ק
301ק,GALIL,infantry,40,40x20,,Reserve Infantry Company,ק
302ק,GALIL,infantry,40,40x20,,Reserve Infantry Company,ק
303ק,GALIL,infantry,40,40x20,,Reserve Infantry Company,ק
304ק,GALIL,infantry,40,40x20,,Reserve Infantry Company,ק
305ק,FN MAG,machine gun,40,40x20,,Reserve Infantry Company,ק
306ק,FN MAG,machine gun,40,40x20,,Reserve Infantry Company,ק
307ק,FN MAG,machine gun,40,40x20,,Reserve Infantry Company,ק
308ק,RPG-7,anti-tank,20,20x20,,Reserve Infantry Company,ק
309ק,RPG-7,anti-tank,20,20x20,,Reserve Infantry Company,ק
310ק,RPG-7,anti-tank,20,20x20,,Reserve Infantry Company,ק
311ק,M47 DRAGON,anti-tank,20,20x20,,Reserve Infantry Company,ק
312ק,52MM,mortar,20,20x20,,Reserve Infantry Company,ק
